法人名,住所,設立日,法人種別
一般社団法人移動Ｌａｂｏみはる,福島県田村郡三春町大字柴原字柴原８０－１,2026-06-18,その他の設立登記法人
合同会社トムテック,福島県西白河郡矢吹町曙町１２７番地１１,2026-06-18,合同会社
株式会社正建,福島県本宮市高木字井戸上２５番地１６,2026-06-18,株式会社
株式会社Ｒｅｂｅｎ,福島県双葉郡富岡町字夜の森南１丁目５６番地ドミールＡ１０２,2026-06-18,株式会社
Ｈｅｌｌｏ　Ｃｒｅａｔｉｖｅ株式会社,福島県郡山市昭和２丁目１１番３０号,2026-06-18,株式会社
ＳＯＲＡ株式会社,福島県福島市荒井字八幡内４１番地,2026-06-18,株式会社
一般社団法人ストレスチェック実施者協会,茨城県守谷市高野字台坪１２８９番２,2026-06-18,その他の設立登記法人
合同会社ＩＮＢ,茨城県日立市旭町３丁目９番９号,2026-06-18,合同会社
株式会社　ａｎｄ　Ｂｅａｕｔｙ　長永,茨城県鹿嶋市大字大小志崎１６１０番地３３,2026-06-18,株式会社
若水生研合同会社,茨城県つくば市研究学園４丁目３４番地２ウエリス１２０１号,2026-06-18,合同会社
ＵＳＭＡＮ　ＴＲＡＤＩＮＧ合同会社,茨城県坂東市小泉１１０番地１,2026-06-18,合同会社
株式会社ＡＮＤＺ,栃木県小山市西城南５丁目４０―５,2026-06-18,株式会社
株式会社ＰＩＰＥ　ＬＩＮＥ,栃木県宇都宮市鶴田町５８８番地２,2026-06-18,株式会社
株式会社山田商店,群馬県伊勢崎市豊城町２６６９番地４,2026-06-18,株式会社
ヤマコウホールディングス株式会社,埼玉県比企郡小川町大字青山３７５番地５,2026-06-18,株式会社
リプロ株式会社,埼玉県さいたま市緑区東浦和４丁目１０番地４パークストリート１０５,2026-06-18,株式会社
一般社団法人国際徒手理学療法学会,埼玉県さいたま市大宮区高鼻町２丁目７番地２,2026-06-18,その他の設立登記法人
一般社団法人ＬＩＦＥＡ,埼玉県川越市脇田本町８番地１Ｕ＿ＰＬＡＣＥ・ＭＥＤＩＣＩＴＹ６階,2026-06-18,その他の設立登記法人
合同会社ポジティブシンク,埼玉県所沢市くすのき台３丁目１９番地の２・レジデンス所沢壱番館１０１,2026-06-18,合同会社
合同会社ＩＲＯＲＩ　ＢＡＳＥ,埼玉県さいたま市緑区太田窪３丁目１１－１３,2026-06-18,合同会社
株式会社ビバベース,埼玉県東松山市松葉町３丁目１５－２０,2026-06-18,株式会社
株式会社ヤマリョウコンストラクション,埼玉県北足立郡伊奈町寿１丁目１２９番地１,2026-06-18,株式会社
株式会社山﨑美装,埼玉県所沢市三ケ島５丁目２０６１番地の３,2026-06-18,株式会社
株式会社１６８,埼玉県さいたま市見沼区深作１丁目２９番地６フレシールＡ棟１０２号室,2026-06-18,株式会社
株式会社ＬＥＶＥＬ　Ａｒｃｈｉｔｅｃｔｓ,埼玉県南埼玉郡宮代町本田１丁目２番１９号,2026-06-18,株式会社
茶縁堂株式会社,埼玉県八潮市八潮２丁目２４番地１１,2026-06-18,株式会社
ＡＸＩＡ株式会社,埼玉県さいたま市南区松本３丁目１２―６,2026-06-18,株式会社
ＬＡＡＶＵ　ＪＡＰＡＮ合同会社,埼玉県飯能市大字宮沢３１９番地１,2026-06-18,合同会社
ＲＶ６Ｊａｐａｎ合同会社,埼玉県深谷市上原４６７番地Ｂ棟１０６号室,2026-06-18,合同会社
メイ・セ・プロズ株式会社,千葉県船橋市習志野台８丁目６番２号,2026-06-18,株式会社
一般社団法人つながる経済フォーラムちば,千葉県佐倉市王子台１丁目２８－８社会福祉法人生活クラブ内,2026-06-18,その他の設立登記法人
一般社団法人信教の自由と人権を守る千葉県民の会,千葉県八千代市緑が丘３丁目６－２,2026-06-18,その他の設立登記法人
一般社団法人東葛スポーツ文化教育会,千葉県流山市前ケ崎５４３番地１,2026-06-18,その他の設立登記法人
合同会社ネイプロパティ,千葉県長生郡白子町幸治３７６９－３,2026-06-18,合同会社
合同会社利建,千葉県八街市八街ほ４６番地１４,2026-06-18,合同会社
合同会社Ｆｒｅｘｉａ,千葉県流山市西初石３丁目３４９番地の２０,2026-06-18,合同会社
合同会社Ｏｌｉｖｅ　Ｍａｎａｇｅｍｅｎｔ,千葉県市川市本北方２丁目３２番７号,2026-06-18,合同会社
市輝株式会社,千葉県長生郡白子町古所１８７３番地,2026-06-18,株式会社
株式会社アルテデザイン,千葉県千葉市中央区末広４丁目２２番３号,2026-06-18,株式会社
株式会社ヤスダ,千葉県松戸市東松戸１丁目７番地の１－１３１８号,2026-06-18,株式会社
株式会社Ａｌｌｅｇｒｏ　Ｖｉｖａｃｅ,千葉県八千代市勝田台北１丁目１１番１６号,2026-06-18,株式会社
株式会社ＥＬＭＩＲＡ,千葉県流山市おおたかの森西１丁目９番地の４ｅｓｐｏｉｒ６０１,2026-06-18,株式会社
株式会社ＭＩＤＯＲＩ,千葉県我孫子市我孫子２丁目６番６０７号エールの丘,2026-06-18,株式会社
株式会社ＭａｉＰＬａｎｔｓ,千葉県船橋市習志野台４丁目４５－６,2026-06-18,株式会社
株式会社ＮｅｘｔＯｎｅ,千葉県四街道市上野３３２番地６,2026-06-18,株式会社
株式会社ＯＴＡ,千葉県市川市南行徳１丁目１５番２５－１０７号,2026-06-18,株式会社
株式会社ｌｅａｐ,千葉県成田市三里塚御料１番地１６２６リッシュベルⅠ１０２,2026-06-18,株式会社
ＡＳＵＮＩ‐ＮＡＲＥ株式会社,千葉県成田市公津の杜５丁目７番地１４,2026-06-18,株式会社
Ｋｏ‐Ｓｈｉｅｎ株式会社,千葉県我孫子市久寺家２丁目９番６号,2026-06-18,株式会社
ＳＪ　Ｔｅｃｈ合同会社,千葉県船橋市二和東４丁目１６番３４号,2026-06-18,合同会社
えさか一般社団法人,東京都千代田区丸の内１丁目４番１号東京共同会計事務所内,2026-06-18,その他の設立登記法人
こもり合同会社,東京都あきる野市秋留４丁目３－４,2026-06-18,合同会社
たびチャット株式会社,東京都新宿区上落合３丁目８－２５ＦＬＡＭＰ７０８,2026-06-18,株式会社
みずは株式会社,東京都葛飾区堀切１丁目１４番４号,2026-06-18,株式会社
アーバー・パートナーズ株式会社,東京都渋谷区恵比寿南１丁目２０－６プレファス恵比寿南４Ｆ,2026-06-18,株式会社
アーベインエステイト東京株式会社,東京都杉並区西荻南４丁目１５番２２号,2026-06-18,株式会社
オージーウエルネス株式会社,東京都千代田区霞が関３丁目２番５号霞が関ビルディング４階,2026-06-18,株式会社
オータム株式会社,東京都豊島区北大塚２丁目１０番１号,2026-06-18,株式会社
カワクサ合同会社,東京都新宿区高田馬場４丁目１８番９号ハイシティ高田馬場７０２,2026-06-18,合同会社
クリニカルコネクトＫＩＴＯＲＵ合同会社,東京都江戸川区船堀３丁目１番１７号,2026-06-18,合同会社
グローバルラポール株式会社,東京都練馬区早宮３丁目１１番１２号,2026-06-18,株式会社
ステラネクサス株式会社,東京都品川区上大崎３丁目２番１号,2026-06-18,株式会社
ニワカコサン合同会社,東京都中央区晴海５丁目４番２－１２０５号,2026-06-18,合同会社
ピクセリティー,東京都新宿区西新宿３丁目３番１３号西新宿水間ビル６階,2026-06-18,外国会社等
プロスアイホールディングス合同会社,東京都品川区旗の台３丁目３番１８号,2026-06-18,合同会社
プロメソッドホールディングス株式会社,東京都品川区上大崎３丁目１４番３４号プラスワン４０２,2026-06-18,株式会社
ヘルスマネージメントサポート合同会社,東京都新宿区西新宿６丁目５－１新宿アイランドタワー２階,2026-06-18,合同会社
ペイワン株式会社,東京都新宿区西新宿３丁目３番１３号西新宿水間ビル２Ｆ,2026-06-18,株式会社
ライノスター合同会社,東京都品川区上大崎３丁目１４番３４号プラスワン４０２,2026-06-18,合同会社
レニングラードサワコ合同会社,東京都墨田区東向島６丁目３８番１６－４０７号,2026-06-18,合同会社
ワットオフィス株式会社,東京都渋谷区広尾１丁目７番２０号ＤＯＴビル３Ｆ－Ｏ号室,2026-06-18,株式会社
一研工業株式会社,東京都大田区西糀谷１丁目２６番３号,2026-06-18,株式会社
一般社団法人堺石原町物流,東京都中央区日本橋１丁目４番１号,2026-06-18,その他の設立登記法人
一般社団法人大連児,東京都墨田区両国３丁目２４番１３号,2026-06-18,その他の設立登記法人
一般社団法人ＡＩドローン推進協会,東京都渋谷区恵比寿西２丁目４番８号ウィンド恵比寿ビル８Ｆ,2026-06-18,その他の設立登記法人
一般社団法人ＳＣＺ,東京都中央区日本橋１丁目４番１号,2026-06-18,その他の設立登記法人
一般社団法人ＴＥＡＭ　ＯＧＩＫＵＢＯ,東京都杉並区清水１丁目２９番９号木口コーポ,2026-06-18,その他の設立登記法人
一般社団法人ＵＮＬＯＣＫ,東京都中野区本町１丁目３１番６－７０２号,2026-06-18,その他の設立登記法人
三和土地合同会社,東京都西東京市谷戸町２丁目１２－８－３０４,2026-06-18,合同会社
合同会社むすびの和,東京都葛飾区奥戸３丁目３番８号藤ハイツ２０２,2026-06-18,合同会社
合同会社イチツミ,東京都新宿区西新宿１丁目２５－１新宿センタービル４９階,2026-06-18,合同会社
合同会社ゴエンプラス,東京都東村山市富士見町５丁目４－５８公園通り住宅４－２０４,2026-06-18,合同会社
合同会社シーエムプランニング,東京都新宿区水道町４番２２号レジデンス江戸川橋９０４,2026-06-18,合同会社
合同会社ソナティア,東京都新宿区西新宿３丁目３番１３号西新宿水間ビル６階,2026-06-18,合同会社
合同会社ノビシロ,東京都新宿区早稲田鶴巻町１０９,2026-06-18,合同会社
合同会社バイくる,東京都新宿区西新宿３丁目３番１３号西新宿水間ビル６階,2026-06-18,合同会社
合同会社メイク,東京都中央区東日本橋２丁目２８番４号日本橋ＣＥＴビル２階,2026-06-18,合同会社
合同会社ライラック,東京都新宿区新宿６丁目１７番地２０号,2026-06-18,合同会社
合同会社リサリーレ,東京都国分寺市本町２丁目７番２号ハウスアメニティ９９－８０５号室,2026-06-18,合同会社
合同会社人間ＢＥＳＳ１号,東京都千代田区一ツ橋２丁目６番３号アクシスインベストメントアドバイザーズ株式会社内,2026-06-18,合同会社
合同会社創進ＩＰサポート,東京都港区西新橋３丁目４番２号ＳＳビル２階,2026-06-18,合同会社
合同会社堺石原町物流,東京都中央区日本橋１丁目４番１号,2026-06-18,合同会社
合同会社奈良ビル,東京都世田谷区成城５丁目２番１４号,2026-06-18,合同会社
合同会社岳乃,東京都品川区小山３丁目１４番２－２７０８号,2026-06-18,合同会社
合同会社朝日ワークス,東京都北区王子２丁目２１番３号斎藤ビル３０３号室,2026-06-18,合同会社
合同会社櫂建,東京都新宿区北新宿４丁目１４番４号外村ビル２０５,2026-06-18,合同会社
合同会社湊景,東京都台東区竜泉２丁目７番７－４０８号東京ビューマークス,2026-06-18,合同会社
合同会社蒲公英制作所,東京都品川区東品川４丁目１２番６号品川シーサイドキャナルタワー４階ＢＩＺｃｏｍｆｏｒｔ品川シーサイド４７,2026-06-18,合同会社
合同会社青木,東京都千代田区鍛冶町２丁目６番２号上野ビルディング８階,2026-06-18,合同会社
合同会社ＡＫアセット,東京都品川区大崎２丁目９番２－１２１５,2026-06-18,合同会社
合同会社Ａｌｂａ,東京都渋谷区恵比寿南１丁目４番２号紀伊國屋ビル４階,2026-06-18,合同会社
合同会社Ａｓ　ｙｏｕ　ｌｉｋｅ,東京都港区北青山１丁目３番３号三橋ビル３階,2026-06-18,合同会社
合同会社ＣＥＮＴＥＲＬＩＮＥ,東京都品川区小山１丁目９番１０－１１３号,2026-06-18,合同会社
合同会社Ｅ‐ＣＯＲＥＭＯ,東京都豊島区南大塚３丁目２番１４号漆澤ビル１Ｆ,2026-06-18,合同会社
合同会社ＧＬ　ＬＩＮＫＳ,東京都新宿区西新宿３丁目３番１３号西新宿水間ビル６階,2026-06-18,合同会社
合同会社Ｋ,東京都あきる野市秋川６丁目５番地１５シャンボールパレス２０２号,2026-06-18,合同会社
合同会社ＬＵＭＩＡＲＣＨ,東京都新宿区富久町１５番１,2026-06-18,合同会社
合同会社ＮＡＹＭＥ,東京都新宿区西新宿３丁目３番１３号西新宿水間ビル６階,2026-06-18,合同会社
合同会社ＲｅＮｏｖａ,東京都渋谷区道玄坂１丁目１０番８号渋谷道玄坂東急ビル２Ｆ－Ｃ,2026-06-18,合同会社
合同会社Ｒｉｃｈｅｓｓｅ　Ｐａｒ　Ｌｅ　Ｓｅｒｖｉｔｅｕｒ　Ｃｅｌｅｓｔｅ,東京都渋谷区代々木２丁目２３番１－５３５号,2026-06-18,合同会社
合同会社Ｒｏｏｔｓ　Ｂｏ,東京都世田谷区代沢５丁目１８－１カラバッシュビルＢ１Ｆ,2026-06-18,合同会社
合同会社Ｒｙｔｅｎ,東京都品川区上大崎３丁目１４番３４号プラスワン４０２,2026-06-18,合同会社
合同会社ＳＣＺ,東京都中央区日本橋１丁目４番１号,2026-06-18,合同会社
合同会社ＳＨＩＮＤＯ,東京都豊島区東池袋１丁目３１番１３－１００８号,2026-06-18,合同会社
合同会社ＳＵＮＧＡ,東京都新宿区富久町１５－１富久クロスコンフォートタワー７１７号室,2026-06-18,合同会社
合同会社ＷＶ‐Ｌａｂ,東京都豊島区東池袋２丁目６２番８号ＢＩＧオフィスプラザ池袋１２０６,2026-06-18,合同会社
合同会社ＷｅａｖｅＯｎｅ,東京都新宿区西新宿１丁目１４番１０号,2026-06-18,合同会社
合同会社ｐａｌＭ,東京都新宿区新宿２丁目８番１５号パークフロント新宿２０２号室,2026-06-18,合同会社
合同会社ｐｏｎｏｃｏｒ,東京都豊島区東池袋２丁目６２番８号ＢＩＧオフィスプラザ池袋１２０６,2026-06-18,合同会社
平塚アセットマネジメント合同会社,東京都新宿区西新宿３丁目３番１３号西新宿水間ビル６階,2026-06-18,合同会社
日本ローカルパートナーズ合同会社,東京都文京区白山４丁目６番８号,2026-06-18,合同会社
日生実業株式会社,東京都渋谷区神南１丁目１２番１６号,2026-06-18,株式会社
映作合同会社,東京都中央区銀座７丁目１３番６号サガミビル２階,2026-06-18,合同会社
株式会社ずずず,東京都江東区常盤１丁目３番４－６０１号,2026-06-18,株式会社
株式会社みてしまう,東京都新宿区下落合２丁目５番４－４０１号,2026-06-18,株式会社
株式会社アキレア,東京都港区六本木２丁目１番１８号六本木レジデンス３０３,2026-06-18,株式会社
株式会社アトリエオールト,東京都渋谷区道玄坂１丁目１０番８号渋谷道玄坂東急ビル２Ｆ－Ｃ,2026-06-18,株式会社
株式会社カルティバホールディングス,東京都中央区日本橋室町１丁目１１番１２号日本橋水野ビル７階,2026-06-18,株式会社
株式会社グローリー,東京都練馬区西大泉５丁目１０番５号,2026-06-18,株式会社
株式会社サクラノ,東京都千代田区東神田１丁目１番３－１１０１号,2026-06-18,株式会社
株式会社ジャパンサイネージ,東京都豊島区東池袋３丁目１番３号サンシャインシティワールドインポートマートビル５階,2026-06-18,株式会社
株式会社スタノバ,東京都青梅市師岡町４丁目１２番３号第１久保ビル２Ａ,2026-06-18,株式会社
株式会社スリーネクスト,東京都港区六本木３丁目１６番１２号六本木ＫＳビル５Ｆ,2026-06-18,株式会社
株式会社トウキョウコンセッション,東京都新宿区東五軒町１－９ＳＢＳ－Ａ－７号,2026-06-18,株式会社
株式会社ノースフェアリーズ,東京都千代田区平河町１丁目４番１５号平河町小池ビル３Ｆ,2026-06-18,株式会社
株式会社ハリーアンド,東京都渋谷区道玄坂１丁目１０番８号渋谷道玄坂東急ビル２Ｆ－Ｃ,2026-06-18,株式会社
株式会社ペルシッカ,東京都新宿区余丁町５番１２号,2026-06-18,株式会社
株式会社ミライヘ,東京都豊島区東池袋２丁目６２番８号ＢＩＧオフィスプラザ池袋１２０６,2026-06-18,株式会社
株式会社ムロオシステムズエネルゴパワー,東京都中央区日本橋本町４丁目１５番１号タカコービル４階,2026-06-18,株式会社
株式会社ラクシュミ,東京都千代田区神田神保町２丁目１０番３１号ＩＷビル１Ｆ,2026-06-18,株式会社
株式会社ロカブー,東京都練馬区豊玉中２丁目１９番１８号,2026-06-18,株式会社
株式会社勝建,東京都八王子市小宮町１０８６番地９,2026-06-18,株式会社
株式会社大善,東京都新宿区高田馬場１丁目３２－１０,2026-06-18,株式会社
株式会社川,東京都中央区日本橋兜町第６葉山ビル４Ｆ,2026-06-18,株式会社
株式会社永井興業,東京都昭島市宮沢町４９６番地１ＧｒａｎｄＣｕｖｅｅ３号,2026-06-18,株式会社
株式会社緑基地,東京都品川区戸越３丁目１－１５戸越アールワンビル１階,2026-06-18,株式会社
株式会社ＡＬＬ,東京都練馬区氷川台３丁目３４－９リヴァストン氷川台１０３,2026-06-18,株式会社
株式会社ＡＬＶＩＳＴＡ,東京都品川区二葉１丁目１３番９号,2026-06-18,株式会社
株式会社ＡＸＩＳ　ＶＩＡ,東京都新宿区大久保２丁目７番１号大久保フジビル８０４号室,2026-06-18,株式会社
株式会社Ａｌｐｈａ　Ｒｉｍ,東京都新宿区高田馬場２丁目１３番２号ＪＭＦビル５階,2026-06-18,株式会社
株式会社ＢＯＮＤ,東京都品川区戸越４丁目６－１２－１０３,2026-06-18,株式会社
株式会社ＢＯＮＮＥ　ＴＡＢＬＥ,東京都中央区日本橋室町２丁目３番１号,2026-06-18,株式会社
株式会社ＣｏＡｉｄ,東京都中央区新川２丁目７番４－８０１号,2026-06-18,株式会社
株式会社Ｄ’Ｃｈｅｒｉｅ,東京都渋谷区千駄ヶ谷５丁目３０番１２号Ｇｒｅｅｎ新宿御苑４Ｆ,2026-06-18,株式会社
株式会社Ｅｎｏｖａｔｅ,東京都新宿区西新宿５丁目１番１－２８０２号,2026-06-18,株式会社
株式会社ＦＵＫＵＮＥＫＯ,東京都新宿区戸山１丁目５－８ＧｒｅｅｎＨｏｕｓｅ新宿戸山２０１号室,2026-06-18,株式会社
株式会社ＦＵＮＴＯＭ,東京都千代田区神田佐久間町３丁目５番地第二櫻井ビル２階２０号室,2026-06-18,株式会社
株式会社Ｇｒａｎｄ　ｃｈｅｅｒｓ,東京都渋谷区神南１丁目６番１号,2026-06-18,株式会社
株式会社ＨＩＹＯＲＩ,東京都台東区浅草橋１丁目１７番１４号,2026-06-18,株式会社
株式会社ＨＫ＆カンパニー,東京都港区六本木３丁目６番９号Ｋ２ビル,2026-06-18,株式会社
株式会社ＨＹＲ企画,東京都葛飾区西新小岩４丁目３７番３号,2026-06-18,株式会社
株式会社Ｉ‐ＳＴＯＮＥ,東京都中野区松が丘２丁目１１番２号,2026-06-18,株式会社
株式会社ＩＮＶＥＳＴＯＲ　Ｘ,東京都渋谷区恵比寿１丁目１５番９号日宝恵比寿ビル４０３,2026-06-18,株式会社
株式会社Ｉｎｄｕｓｔｒｙ　Ｘ,東京都目黒区大橋２丁目２４番３号,2026-06-18,株式会社
株式会社ＩｎｔｅｒＦｌｏｗ,東京都大田区矢口３丁目３番１１号２Ｆ,2026-06-18,株式会社
株式会社ＪＰ＆Ｉマーケティングコネクト,東京都千代田区神田佐久間町３丁目３８第５東ビル５Ｆ,2026-06-18,株式会社
株式会社Ｋ＆Ｈ,東京都台東区浅草橋３丁目５番７号中根ビル１階,2026-06-18,株式会社
株式会社ＫＥＩ,東京都渋谷区神南１丁目１１－４ＦＰＧリンクス神南５階,2026-06-18,株式会社
株式会社ＫＥＮＴＹＳ　ＫＩＴＣＨＥＮ,東京都港区赤坂２丁目１７番１２－６０６号,2026-06-18,株式会社
株式会社ＫＮコンサルティング,東京都千代田区神田須田町１丁目７番８号ＶＯＲＴ秋葉原Ⅳ２Ｆ,2026-06-18,株式会社
株式会社Ｌｉｐｈｅｒｉａ,東京都新宿区新宿２丁目１２番１３号新宿アントレサロンビル２階,2026-06-18,株式会社
株式会社Ｌｏｃａｌｒｙ,東京都渋谷区神宮前６丁目２３－４桑野ビル２階,2026-06-18,株式会社
株式会社ＭＡＩＳＯＮ　ＮＩＤ,東京都新宿区下落合１丁目３－２０菊地ビル３０２室,2026-06-18,株式会社
株式会社Ｍｅｉｃｒｅａｔｅ,東京都大田区久が原５丁目３３番４号コート久が原４０５号室,2026-06-18,株式会社
株式会社ＮＥＫＯｎｏＴＥ,東京都渋谷区円山町５－３ＭＩＥＵＸ渋谷ビル８階,2026-06-18,株式会社
株式会社ＮＥＸＢＲＩＤＧＥ,東京都品川区戸越３丁目４番１８号,2026-06-18,株式会社
株式会社ＮＯＲＤ,東京都大田区大森本町１丁目６番２－１０１６号,2026-06-18,株式会社
株式会社ＰＲＯＸＥＲＡ,東京都港区北青山１丁目３番１号アールキューブ青山３階,2026-06-18,株式会社
株式会社ＰａＲｕＭｕ,東京都新宿区歌舞伎町２丁目１１番４号リービルスリー５階Ｉ室,2026-06-18,株式会社
株式会社Ｐｕｌｉｒｅ,東京都大田区大森北１丁目１１番５号Ｂ１Ｆ,2026-06-18,株式会社
株式会社Ｒｅｔｏｒｅｃａ,東京都千代田区神田須田町１丁目７番８号ＶＯＲＴ秋葉原Ⅳ２Ｆ,2026-06-18,株式会社
株式会社Ｓ‐ＢＡＳＥ,東京都渋谷区円山町５番５号Ｎａｖｉ渋谷Ｖ３階,2026-06-18,株式会社
株式会社ＳａｌｏｎＢｅｌｌ,東京都新宿区新宿２丁目１５番２９号,2026-06-18,株式会社
株式会社Ｓｔｅａｄｙ＆Ｓｔｒｏｎｇ,東京都日野市新町４丁目１７番地の１７,2026-06-18,株式会社
株式会社Ｔｈｒｅａｄ,東京都港区六本木３丁目１６番１２号六本木ＫＳビル５Ｆ,2026-06-18,株式会社
株式会社ＶＶＤ,東京都新宿区高田馬場１丁目２－１５,2026-06-18,株式会社
株式会社Ｖｉｓ,東京都練馬区桜台５丁目４０番２９号,2026-06-18,株式会社
株式会社ＷＡＫＯ,東京都品川区東五反田５丁目２７番６号,2026-06-18,株式会社
株式会社ＷＩＮＯＬＡＳ,東京都荒川区町屋１丁目１９番５号カーサジラソーレ２０３,2026-06-18,株式会社
株式会社ＹＯＨ,東京都大田区上池台５丁目１７番２１－１２０８号,2026-06-18,株式会社
株式会社ＹＯＫＯＦＵ,東京都新宿区西新宿５丁目２番１シティータワー新宿１４１２号,2026-06-18,株式会社
株式会社ｅｑｌａｔ,東京都大田区羽田４丁目８－８－１Ｆ,2026-06-18,株式会社
株式会社ｈｕｎｄｒｅｄｆｏｌｄ,東京都渋谷区代々木１丁目３０番１４号天翔オフィス代々木ＡＮＮＥＸ３０１,2026-06-18,株式会社
株式会社ｓｅｍ　ｓｅｍ,東京都新宿区大久保３丁目８番１－３１５号,2026-06-18,株式会社
株式会社ｓｏｒａｍａｎｉ,東京都渋谷区道玄坂１丁目１０番８号渋谷道玄坂東急ビル２Ｆ－Ｃ,2026-06-18,株式会社
正鑫建設株式会社,東京都新宿区西新宿３丁目５番１２号トーカン新宿第２キャステール７１４号室,2026-06-18,株式会社
池袋本町四丁目１・２番地区防災街区整備事業組合,東京都豊島区池袋本町４丁目１６番６号,2026-06-18,その他
糀屋合同会社,東京都渋谷区円山町５番５号Ｎａｖｉ渋谷Ｖ３階,2026-06-18,合同会社
道株式会社,東京都渋谷区代々木１丁目７番３号マノアールビル２０１,2026-06-18,株式会社
０３５ＨＰ株式会社,東京都千代田区丸の内１丁目８－３丸の内トラストタワー本館２０Ｆ,2026-06-18,株式会社
３．Ａｕｔｏ株式会社,東京都立川市富士見町１丁目１６－１８,2026-06-18,株式会社
３ＷＩＮ　ＵＮＩＯＮ株式会社,東京都港区六本木３丁目１６番１２号六本木ＫＳビル５Ｆ,2026-06-18,株式会社
ＡＰｘ株式会社,東京都中央区銀座１丁目１２番４号Ｎ＆ＥＢＬＤ．６Ｆ,2026-06-18,株式会社
ＡＲＥＮＡ株式会社,東京都渋谷区円山町５番３号ＭＩＥＵＸ渋谷ビル８階,2026-06-18,株式会社
ＡＴＡＹＡ合同会社,東京都江戸川区鹿骨４丁目３０番５号,2026-06-18,合同会社
Ａｔｋｉｄ株式会社,東京都八王子市東町１番１４号橋完ビル４階Ｅ号室,2026-06-18,株式会社
Ｂｅｘｉａ合同会社,東京都品川区西五反田６丁目２５番８号,2026-06-18,合同会社
Ｂｌａｎｃ株式会社,東京都渋谷区恵比寿南１丁目１１－１９,2026-06-18,株式会社
Ｂｒｏａｄｅｒ　Ｏｎｅ株式会社,東京都新宿区西新宿３丁目３番１３号西新宿水間ビル２Ｆ,2026-06-18,株式会社
Ｃｌｉｆｆ　Ｒａｍｐ合同会社,東京都中央区晴海５丁目５－５－１４０２,2026-06-18,合同会社
Ｃｌｏｖｅｒ合同会社,東京都新宿区市谷台町４番２号市谷台町坂フロント５０１号室,2026-06-18,合同会社
ＣｏｒｅＢｒｉｄｇｅ　Ｐａｒｔｎｅｒｓ株式会社,東京都新宿区新宿１丁目３６－２新宿第七葉山ビル３Ｆ,2026-06-18,株式会社
Ｃｒｏｓｓｉｎｇ　Ｓｔｕｄｉｏ合同会社,東京都品川区北品川５丁目８番３３－５０５,2026-06-18,合同会社
