法人名,住所,設立日,法人種別
株式会社鳶菅野組,埼玉県入間郡毛呂山町若山２丁目１９番地１８,2026-06-03,株式会社
株式会社ＭＡＩＳＯＮ　ＢＬＯＯＭ,埼玉県春日部市藤塚２０５２番地１１,2026-06-03,株式会社
立匯株式会社,埼玉県川口市川口５丁目２１番１０号,2026-06-03,株式会社
Ｆａｕｎａ　Ｌａｂｓ合同会社,埼玉県さいたま市浦和区東仲町１５番１―６０３号,2026-06-03,合同会社
ＬＩＬＬＹ　ＢＥＬＬＥ株式会社,埼玉県さいたま市大宮区桜木町４丁目８０番地１,2026-06-03,株式会社
マルチパーパス合同会社,千葉県柏市十余二２５４番地８１３,2026-06-03,合同会社
合同会社ゼントレ,千葉県松戸市小金原９丁目２６番地の１６,2026-06-03,合同会社
合同会社ツールテック・マネジメント,千葉県浦安市堀江４丁目６番１１号１１４イトーピア浦安,2026-06-03,合同会社
合同会社ＣｏＳｔｒｉｖｅ,千葉県船橋市習志野台４丁目８４－１－１０２,2026-06-03,合同会社
合同会社ＪＡＳＯＮ’Ｓ　ＧＹＭ,千葉県市川市鬼高１丁目１４番１３号,2026-06-03,合同会社
合同会社ＮｅｗＤｅａｌ,千葉県松戸市上本郷４５９９北松戸ローヤルコーポ５０２,2026-06-03,合同会社
合同会社ＮｅｘｔＣｏｒｅ,千葉県千葉市中央区松波１丁目１８―１３ＲＯＣＫＹ松波Ｂ１０２,2026-06-03,合同会社
合同会社ＳＡＮＹＵ　ＥＳＴＡＴＥ,千葉県成田市並木町２５番地１８,2026-06-03,合同会社
株式会社ドン,千葉県柏市酒井根７５５番地６６,2026-06-03,株式会社
株式会社丸藤林業,千葉県松戸市三矢小台３丁目４番地の３２,2026-06-03,株式会社
株式会社ＡＫＲ,千葉県市川市市川１丁目１５番２０号,2026-06-03,株式会社
株式会社ＢＬ関東,千葉県市川市鬼高３丁目３２番１２号,2026-06-03,株式会社
株式会社ＧＭファーム,千葉県佐倉市六崎１１１５番地１,2026-06-03,株式会社
株式会社Ｌｉｅｎ,千葉県袖ケ浦市奈良輪２３１６番地６,2026-06-03,株式会社
株式会社ＯｒｂｉｔＬｅｎｓ,千葉県柏市若柴１７８番地４柏の葉キャンパス１４８街区１Ｗ２６０５,2026-06-03,株式会社
株式会社ｉｓｔ,千葉県流山市おおたかの森北１丁目４番地の１ソライエグラン流山おおたかの森３１９,2026-06-03,株式会社
鑫泰株式会社,千葉県山武郡横芝光町木戸９４８１番地１,2026-06-03,株式会社
ＨＴＨ　ＳＨＯＮＡＮ　ＳＰＣ合同会社,千葉県千葉市中央区蘇我５丁目２５番１号,2026-06-03,合同会社
Ｓ＆Ｍ合同会社,千葉県鎌ケ谷市中佐津間１丁目１１番３号,2026-06-03,合同会社
えがおネット株式会社,東京都荒川区東日暮里６丁目１２番３号ＨＡＲＶＥＳＴ日暮里１０１号室,2026-06-03,株式会社
たまや株式会社,東京都目黒区下目黒１丁目１番１４号コノトラビル７Ｆ,2026-06-03,株式会社
ひろみフーズ合同会社,東京都目黒区青葉台１丁目１８番７号,2026-06-03,合同会社
アストロ２Ｂ特定目的会社,東京都中央区銀座１丁目６番１１号アースタックス税理士法人内,2026-06-03,その他の設立登記法人
アトリエン株式会社,東京都世田谷区太子堂４丁目１８番１５号マガザン三軒茶屋２―３Ｆ―３,2026-06-03,株式会社
エベレストジャパン合同会社,東京都渋谷区神宮前６丁目２３番４号桑野ビル２階,2026-06-03,合同会社
クレストコレクション北浜大阪合同会社,東京都港区三田１丁目４番２８号三田国際ビル１６階,2026-06-03,合同会社
クロフネ合同会社,東京都中野区鷺宮１丁目５番２号,2026-06-03,合同会社
コントレイル・マネジメント合同会社,東京都文京区大塚４丁目４３番２１号,2026-06-03,合同会社
シャルム株式会社,東京都渋谷区恵比寿西２丁目４番８号ウィンド恵比寿ビル８Ｆ,2026-06-03,株式会社
スリーホーシーズ合同会社,東京都品川区東五反田５丁目６番１４号,2026-06-03,合同会社
テラスワン合同会社,東京都江戸川区南小岩６丁目３１番５プラウドタワー小岩フロント１７０７号,2026-06-03,合同会社
テラ・ランドマネジメント合同会社,東京都千代田区丸の内１丁目４番１号東京共同会計事務所内,2026-06-03,合同会社
ネクソフィア合同会社,東京都練馬区三原台３丁目２５番１１－１０３号,2026-06-03,合同会社
ヒカリエナジー合同会社,東京都港区虎ノ門１丁目１７番１号,2026-06-03,合同会社
一般社団法人カナダ林産業審議会,東京都港区虎ノ門３丁目８番２７号巴町アネックス２号館９階,2026-06-03,その他の設立登記法人
一般社団法人コスモス,東京都千代田区二番町３番地麹町スクエア株式会社シリウス・アドバイザリー内,2026-06-03,その他の設立登記法人
一般社団法人サステナブル・ライフスタイル協会,東京都新宿区神楽坂２丁目１２番地１ラインビルド神楽坂６０８,2026-06-03,その他の設立登記法人
一般社団法人東京あんしん相続センター,東京都杉並区高円寺北３丁目２３番１２号,2026-06-03,その他の設立登記法人
一般社団法人民間外交推進協会,東京都港区虎ノ門３丁目７番８号,2026-06-03,その他の設立登記法人
一般社団法人鳳鳴舘,東京都港区赤坂９丁目１番２６号,2026-06-03,その他の設立登記法人
一般社団法人ＡＰＣ応用心理教育研究所,東京都千代田区六番町６番地２０,2026-06-03,その他の設立登記法人
一般社団法人Ａｌｌｉａｎｃｅ　Ｇａｔｅ,東京都中央区銀座１丁目１２番４号Ｎ＆ＥＢＬＤ．６Ｆ,2026-06-03,その他の設立登記法人
一般社団法人Ｂｅｙｏｎｄ　ｔｈｅ　Ｓｔａｇｅ　Ｊａｐａｎ,東京都杉並区浜田山２丁目１５番１－１１１号プレステージ浜田山ジヴェルニー,2026-06-03,その他の設立登記法人
一般社団法人ＭＦファンド２,東京都新宿区富久町８番２６号東京ユナイテッド綜合事務所内,2026-06-03,その他の設立登記法人
一般社団法人Ｐｅｎｉｎｓｕｌａ５,東京都港区虎ノ門５丁目１番４号,2026-06-03,その他の設立登記法人
一般社団法人Ｐｅｎｉｎｓｕｌａ６,東京都港区虎ノ門５丁目１番４号,2026-06-03,その他の設立登記法人
一般社団法人ＳＰＶ２２,東京都新宿区富久町８番２６号東京ユナイテッド綜合事務所内,2026-06-03,その他の設立登記法人
一般社団法人ＴＳＭ　ＳＨＤ１２,東京都港区元赤坂１丁目１番７号,2026-06-03,その他の設立登記法人
一般財団法人Ｈｏｎｅｙ,東京都立川市柏町５丁目１番地の１８,2026-06-03,その他の設立登記法人
丸芳管理サービス合同会社,東京都足立区竹の塚５丁目１番１－３０２号,2026-06-03,合同会社
住商スマートエナジー株式会社,東京都千代田区大手町２丁目３番２号,2026-06-03,株式会社
出水エナジー合同会社,東京都港区虎ノ門１丁目１７番１号,2026-06-03,合同会社
合同会社はなよせ,東京都台東区北上野２丁目２１番１０－７０１号,2026-06-03,合同会社
合同会社まるかつ堂,東京都北区赤羽１丁目７－９赤羽第一葉山ビル４Ｆ,2026-06-03,合同会社
合同会社もえラボ,東京都渋谷区西原１丁目２９番３号ドエル・アーバン２Ｆ－Ａ,2026-06-03,合同会社
合同会社よりそい,東京都足立区加賀１丁目１２番１２号,2026-06-03,合同会社
合同会社アンドラグビー,東京都港区北青山１丁目３番１号アールキューブ青山３階,2026-06-03,合同会社
合同会社アール,東京都中央区日本橋室町１丁目１１番１２号日本橋水野ビル７階,2026-06-03,合同会社
合同会社エフメド,東京都文京区大塚６丁目１４－３０,2026-06-03,合同会社
合同会社ドミンゴス,東京都港区高輪３丁目１６－１ルミエール高輪３０２号室,2026-06-03,合同会社
合同会社ハルク,東京都港区新橋２丁目１６番１号ニュー新橋ビル８Ｆ,2026-06-03,合同会社
合同会社プラッツ,東京都江東区塩浜２丁目１８番９－８０８号,2026-06-03,合同会社
合同会社物件管理センター,東京都葛飾区新小岩１丁目５１番１７号,2026-06-03,合同会社
合同会社福元,東京都品川区上大崎３丁目１４番３４号プラスワン４０２,2026-06-03,合同会社
合同会社ＡＲＫエネルギー,東京都中央区日本橋茅場町３丁目４番２号ＫＤＸ茅場町ビル４Ｆ,2026-06-03,合同会社
合同会社ＡｎｅｍｏＮｅ,東京都文京区湯島３丁目４６－６ＴＳ天神下ビル８０２,2026-06-03,合同会社
合同会社Ａｐｅｘ,東京都渋谷区道玄坂１丁目１０番８号渋谷道玄坂東急ビル２Ｆ―Ｃ,2026-06-03,合同会社
合同会社Ｂｌａｃｋｓｈｅｅｐ,東京都渋谷区代々木４丁目４０番１－２０９号,2026-06-03,合同会社
合同会社Ｆｕｔｕｒｅ　Ｌａｂ,東京都荒川区南千住１丁目３１番７号,2026-06-03,合同会社
合同会社ＧＩＴＡＫＡ　Ｇａｔｅｗａｙ,東京都渋谷区道玄坂１丁目１０番８号渋谷道玄坂東急ビル２Ｆ－Ｃ,2026-06-03,合同会社
合同会社ＩＳＴ,東京都品川区東大井５丁目１４－１１－４０２号室,2026-06-03,合同会社
合同会社ＬＬＳ,東京都港区赤坂７丁目５番２７号赤坂パインクレスト３０３,2026-06-03,合同会社
合同会社ＬｉＯＬ,東京都渋谷区道玄坂１丁目１０番８号渋谷道玄坂東急ビル２Ｆ－Ｃ,2026-06-03,合同会社
合同会社ＭＦファンド２,東京都新宿区富久町８番２６号東京ユナイテッド綜合事務所内,2026-06-03,合同会社
合同会社ＭＩＴＡ　Ｐａｒｔｎｅｒｓ,東京都中野区弥生町１丁目１６－１３－１０２,2026-06-03,合同会社
合同会社Ｍｏｊｉ,東京都渋谷区円山町５番３号ＭＩＥＵＸ渋谷ビル８階,2026-06-03,合同会社
合同会社ＮＢＩ草津開発,東京都千代田区飯田橋４丁目７番１号結和税理士法人内,2026-06-03,合同会社
合同会社Ｐｌａｎｎｉｎｇ　ｏｆｆｉｃｅ　Ｍａｐｌｅ,東京都渋谷区道玄坂２丁目１９番２号２階,2026-06-03,合同会社
合同会社ＳＨＩＮ　ＣＡＰＩＴＡＬ,東京都世田谷区桜新町２丁目１９番５－１０１,2026-06-03,合同会社
合同会社ＳＰＶ２２,東京都新宿区富久町８番２６号東京ユナイテッド綜合事務所内,2026-06-03,合同会社
合同会社ＳｏｌＱｕｅｅｎ,東京都渋谷区神泉町１０番１５号アネックス神泉３０１,2026-06-03,合同会社
合同会社ＴＸＴ３６５,東京都港区南青山３丁目１番３６号青山丸竹ビル６Ｆ,2026-06-03,合同会社
合同会社Ｔｕｍｂｌｉｎｇ　Ｄｉｃｅ　Ｒｅｃｏｒｄｓ,東京都世田谷区世田谷１丁目７番１４号,2026-06-03,合同会社
合同会社ＵＶＩＯＲＩ,東京都世田谷区砧３丁目１９番６号,2026-06-03,合同会社
合同会社Ｖｅｒｄａ,東京都中央区八丁堀３丁目１５番６―１２０６号,2026-06-03,合同会社
合同会社ｎｉｔｏ,東京都世田谷区経堂５丁目２０番１３号久月コーポ１０３,2026-06-03,合同会社
害虫ケア２４合同会社,東京都杉並区大宮１丁目２番１０号永福町フラツト４０２,2026-06-03,合同会社
山下合同会社,東京都世田谷区下馬６丁目５番１４号,2026-06-03,合同会社
平石エナジー合同会社,東京都港区虎ノ門１丁目１７番１号,2026-06-03,合同会社
晴和ビジネス合同会社,東京都港区南青山２丁目２番１５号ウィン青山９４２,2026-06-03,合同会社
株式会社すき,東京都港区芝５丁目２９番２０号,2026-06-03,株式会社
株式会社ねりねり,東京都練馬区高野台５丁目２２－３－４０７ジオ石神井公園,2026-06-03,株式会社
株式会社ようげつ,東京都足立区入谷３丁目１４番１３号,2026-06-03,株式会社
株式会社わか葉,東京都台東区三ノ輪１丁目２４番１０号,2026-06-03,株式会社
株式会社アセアンポート,東京都品川区西五反田２丁目１４－１３ニックハイム五反田２Ｆ－１３,2026-06-03,株式会社
株式会社アルバトロ,東京都世田谷区奥沢２丁目１２番３号丸長ビル１Ｆ,2026-06-03,株式会社
株式会社ウィンフィールドエナジーソリューション,東京都中央区京橋２丁目１２番２号ＮＥＷＳＸビル４Ｆ,2026-06-03,株式会社
株式会社エマ,東京都渋谷区千駄ヶ谷４丁目６－８，５０９号,2026-06-03,株式会社
株式会社オムニコー,東京都中央区日本橋室町１丁目１１番１２号日本橋水野ビル７階,2026-06-03,株式会社
株式会社オルビア,東京都練馬区旭町１丁目２番２７号,2026-06-03,株式会社
株式会社ギュルタン,東京都千代田区六番町６番地４,2026-06-03,株式会社
株式会社サンシティファシリティーズ,東京都港区赤坂１丁目１２番３２号,2026-06-03,株式会社
株式会社ジールクルージング,東京都品川区北品川２丁目２３－５,2026-06-03,株式会社
株式会社スポーツ共創機構,東京都世田谷区奥沢１丁目５９番４号,2026-06-03,株式会社
株式会社チェバ,東京都千代田区六番町６番地４,2026-06-03,株式会社
株式会社フォトウォーカーズ,東京都世田谷区鎌田４丁目１７番１３号ウィステリアコートＡ号,2026-06-03,株式会社
株式会社ポスター,東京都新宿区西新宿３丁目３番１３号西新宿水間ビル２階,2026-06-03,株式会社
株式会社メネラウス,東京都千代田区六番町６番地４,2026-06-03,株式会社
株式会社ローカルハーベスト,東京都北区堀船２丁目２１番１－１２０９号,2026-06-03,株式会社
株式会社ローコード,東京都千代田区神田錦町３丁目２０番地,2026-06-03,株式会社
株式会社三良建設,東京都北区堀船３丁目２４番４号,2026-06-03,株式会社
株式会社八忠ソフト,東京都八王子市大和田町１丁目２７番１１号,2026-06-03,株式会社
株式会社北勝会計,東京都品川区上大崎３丁目５番２号ＲＥＩＤ－Ｃ目黒イーストビル５Ｆ,2026-06-03,株式会社
株式会社南,東京都小平市花小金井南町２丁目１７番８－３号,2026-06-03,株式会社
株式会社咲琥,東京都品川区二葉４丁目２－１７,2026-06-03,株式会社
株式会社実業之日本総合研究所,東京都港区南青山５丁目４番３０号,2026-06-03,株式会社
株式会社高木組,東京都江戸川区北葛西１丁目２５番２７号,2026-06-03,株式会社
株式会社ＣＯＮＮＩＥ,東京都渋谷区千駄ヶ谷５丁目２０番１８号,2026-06-03,株式会社
株式会社ＤＯＲＯＫＵＳＡ,東京都渋谷区代々木１丁目２４番１０号ＴＳビル３階,2026-06-03,株式会社
株式会社ＥＤＰ,東京都世田谷区太子堂１丁目１２―３８藤和三軒茶屋コープ４０１号室,2026-06-03,株式会社
株式会社ＥＭＡＫＩＬＡＢ,東京都品川区西五反田２丁目２４番７号,2026-06-03,株式会社
株式会社ＦＡストライク,東京都品川区東品川３丁目１０番１－２１４号,2026-06-03,株式会社
株式会社ＦＡＣＥＳ,東京都港区麻布十番１丁目５番１８号カートブラン２Ｆ,2026-06-03,株式会社
株式会社ＧＲ,東京都中央区日本橋室町１丁目１１番１２号日本橋水野ビル７階,2026-06-03,株式会社
株式会社Ｇｅｏｍｅｔｒｉｃ　Ｐａｔｔｅｒｎ,東京都世田谷区太子堂４丁目１８番１５号マガザン三軒茶屋２、３Ｆ－３,2026-06-03,株式会社
株式会社ＨＡＮＡ,東京都練馬区光が丘３丁目３－６－１２０１,2026-06-03,株式会社
株式会社ＨＡＰＰＹＭＡＮ,東京都足立区西綾瀬４丁目２番３４号,2026-06-03,株式会社
株式会社ＩＧコンサルタント,東京都板橋区西台３丁目１５番４号,2026-06-03,株式会社
株式会社ＩＷ,東京都北区滝野川７丁目４４番７号ロータスガーデン１階,2026-06-03,株式会社
株式会社ＫＥＮ＆ＫＥＩ　ＥＳＴＡＴＥ,東京都中野区本町５丁目３４番４号,2026-06-03,株式会社
株式会社ＫＫ共済,東京都足立区入谷９丁目５番１０号,2026-06-03,株式会社
株式会社ＫＯＤＡＷＡＲＩ,東京都渋谷区道玄坂１丁目１０番８号渋谷道玄坂東急ビル２Ｆ－Ｃ,2026-06-03,株式会社
株式会社Ｋａｚｅ　Ｅｘｃｅｌｌｅｎｃｅ,東京都渋谷区広尾１丁目２番地１号ヒカリビル４階,2026-06-03,株式会社
株式会社Ｌａｋｋａｎ,東京都渋谷区神宮前６丁目２３番４号桑野ビル２階,2026-06-03,株式会社
株式会社ＭＡＬＡＢＯ,東京都北区豊島１丁目３２－４フラワ－豊島第２マンション４０１,2026-06-03,株式会社
株式会社ＭＩＲ,東京都江戸川区東葛西６丁目１１番３号,2026-06-03,株式会社
株式会社ＭＯＭＯＷＯＲＫＳ,東京都新宿区西新宿３丁目３番１３号西新宿水間ビル２Ｆ,2026-06-03,株式会社
株式会社ＭＵＳＡＳＨＩ,東京都千代田区神田多町２丁目８番２０号５０５号室,2026-06-03,株式会社
株式会社Ｍｉａ,東京都渋谷区広尾１丁目１１番２号ＢＬＯＣＫＳ恵比寿,2026-06-03,株式会社
株式会社Ｍｙｎｔｓ,東京都渋谷区道玄坂１丁目１６－６二葉ビル８ｂ,2026-06-03,株式会社
株式会社ＮＥＯＧＡＲＤＥＮ,東京都杉並区宮前５丁目１７番３号Ｔ－ＦＬＡＴ久我山１０２,2026-06-03,株式会社
株式会社ＮｅＱｕｔｏ,東京都品川区大井１丁目２１番８－１０２号,2026-06-03,株式会社
株式会社ＯＴＯＮＡ　ＣＲＥＰＥ,東京都足立区関原１丁目６番３０号,2026-06-03,株式会社
株式会社ＯｂｓｅｓｓｉｏＮ,東京都港区赤坂３丁目１５番４号レアルタ赤坂４階,2026-06-03,株式会社
株式会社ＯｎＦｉｅｌｄ,東京都新宿区西新宿３丁目３番１３号西新宿水間ビル６階,2026-06-03,株式会社
株式会社ＲＥキャリ,東京都品川区上大崎３丁目１４番３４号プラスワン４０２,2026-06-03,株式会社
株式会社ＲＮＥＳＴ,東京都中央区勝どき４丁目３番１５号２階,2026-06-03,株式会社
株式会社ＲＰＨ,東京都千代田区神田多町２丁目８番２０号５０５号室,2026-06-03,株式会社
株式会社ＳＯＷ,東京都渋谷区鉢山町１３番１８－５０２号,2026-06-03,株式会社
